,submission_date,state,tot_cases,new_case,tot_death,new_death,date
4514,03/10/2020,AS,0,0.0,0,0.0,2020-03-10
4515,03/11/2020,AS,0,0.0,0,0.0,2020-03-11
4516,03/12/2020,AS,0,0.0,0,0.0,2020-03-12
4517,03/13/2020,AS,0,0.0,0,0.0,2020-03-13
4518,03/14/2020,AS,0,0.0,0,0.0,2020-03-14
4519,03/15/2020,AS,0,0.0,0,0.0,2020-03-15
4520,03/16/2020,AS,0,0.0,0,0.0,2020-03-16
4521,03/17/2020,AS,0,0.0,0,0.0,2020-03-17
4522,03/18/2020,AS,0,0.0,0,0.0,2020-03-18
4523,03/19/2020,AS,0,0.0,0,0.0,2020-03-19
4524,03/20/2020,AS,0,0.0,0,0.0,2020-03-20
4525,03/21/2020,AS,0,0.0,0,0.0,2020-03-21
4526,03/22/2020,AS,0,0.0,0,0.0,2020-03-22
4527,03/23/2020,AS,0,0.0,0,0.0,2020-03-23
4528,03/24/2020,AS,0,0.0,0,0.0,2020-03-24
4529,03/25/2020,AS,0,0.0,0,0.0,2020-03-25
4530,03/26/2020,AS,0,0.0,0,0.0,2020-03-26
4531,03/27/2020,AS,0,0.0,0,0.0,2020-03-27
4532,03/28/2020,AS,0,0.0,0,0.0,2020-03-28
4533,03/29/2020,AS,0,0.0,0,0.0,2020-03-29
4534,03/30/2020,AS,0,0.0,0,0.0,2020-03-30
4535,03/31/2020,AS,0,0.0,0,0.0,2020-03-31
4536,04/01/2020,AS,0,0.0,0,0.0,2020-04-01
4537,04/02/2020,AS,0,0.0,0,0.0,2020-04-02
4538,04/03/2020,AS,0,0.0,0,0.0,2020-04-03
4539,04/04/2020,AS,0,0.0,0,0.0,2020-04-04
4540,04/05/2020,AS,0,0.0,0,0.0,2020-04-05
4541,04/06/2020,AS,0,0.0,0,0.0,2020-04-06
4542,04/07/2020,AS,0,0.0,0,0.0,2020-04-07
4543,04/08/2020,AS,0,0.0,0,0.0,2020-04-08
4544,04/09/2020,AS,0,0.0,0,0.0,2020-04-09
4545,04/10/2020,AS,0,0.0,0,0.0,2020-04-10
4546,04/11/2020,AS,0,0.0,0,0.0,2020-04-11
4547,04/12/2020,AS,0,0.0,0,0.0,2020-04-12
4548,04/13/2020,AS,0,0.0,0,0.0,2020-04-13
4549,04/14/2020,AS,0,0.0,0,0.0,2020-04-14
4550,04/15/2020,AS,0,0.0,0,0.0,2020-04-15
4551,04/16/2020,AS,0,0.0,0,0.0,2020-04-16
4552,04/17/2020,AS,0,0.0,0,0.0,2020-04-17
4553,04/18/2020,AS,0,0.0,0,0.0,2020-04-18
4554,04/19/2020,AS,0,0.0,0,0.0,2020-04-19
4555,04/20/2020,AS,0,0.0,0,0.0,2020-04-20
4556,04/21/2020,AS,0,0.0,0,0.0,2020-04-21
4557,04/22/2020,AS,0,0.0,0,0.0,2020-04-22
4558,04/23/2020,AS,0,0.0,0,0.0,2020-04-23
4559,04/24/2020,AS,0,0.0,0,0.0,2020-04-24
4560,04/25/2020,AS,0,0.0,0,0.0,2020-04-25
4561,04/26/2020,AS,0,0.0,0,0.0,2020-04-26
4562,04/27/2020,AS,0,0.0,0,0.0,2020-04-27
4563,04/28/2020,AS,0,0.0,0,0.0,2020-04-28
4564,04/29/2020,AS,0,0.0,0,0.0,2020-04-29
4565,04/30/2020,AS,0,0.0,0,0.0,2020-04-30
4566,05/01/2020,AS,0,0.0,0,0.0,2020-05-01
4567,05/02/2020,AS,0,0.0,0,0.0,2020-05-02
4568,05/03/2020,AS,0,0.0,0,0.0,2020-05-03
4569,05/04/2020,AS,0,0.0,0,0.0,2020-05-04
4570,05/05/2020,AS,0,0.0,0,0.0,2020-05-05
4571,05/06/2020,AS,0,0.0,0,0.0,2020-05-06
4572,05/07/2020,AS,0,0.0,0,0.0,2020-05-07
4573,05/08/2020,AS,0,0.0,0,0.0,2020-05-08
4574,05/09/2020,AS,0,0.0,0,0.0,2020-05-09
4575,05/10/2020,AS,0,0.0,0,0.0,2020-05-10
4576,05/11/2020,AS,0,0.0,0,0.0,2020-05-11
4577,05/12/2020,AS,0,0.0,0,0.0,2020-05-12
4578,05/13/2020,AS,0,0.0,0,0.0,2020-05-13
4579,05/14/2020,AS,0,0.0,0,0.0,2020-05-14
4580,05/15/2020,AS,0,0.0,0,0.0,2020-05-15
4581,05/16/2020,AS,0,0.0,0,0.0,2020-05-16
4582,05/17/2020,AS,0,0.0,0,0.0,2020-05-17
4583,05/18/2020,AS,0,0.0,0,0.0,2020-05-18
4584,05/19/2020,AS,0,0.0,0,0.0,2020-05-19
4585,05/20/2020,AS,0,0.0,0,0.0,2020-05-20
4586,05/21/2020,AS,0,0.0,0,0.0,2020-05-21
4587,05/22/2020,AS,0,0.0,0,0.0,2020-05-22
4588,05/23/2020,AS,0,0.0,0,0.0,2020-05-23
4589,05/24/2020,AS,0,0.0,0,0.0,2020-05-24
4590,05/25/2020,AS,0,0.0,0,0.0,2020-05-25
4591,05/26/2020,AS,0,0.0,0,0.0,2020-05-26
4592,05/27/2020,AS,0,0.0,0,0.0,2020-05-27
4593,05/28/2020,AS,0,0.0,0,0.0,2020-05-28
4594,05/29/2020,AS,0,0.0,0,0.0,2020-05-29
4595,05/30/2020,AS,0,0.0,0,0.0,2020-05-30
4596,05/31/2020,AS,0,0.0,0,0.0,2020-05-31
4597,06/01/2020,AS,0,0.0,0,0.0,2020-06-01
4598,06/02/2020,AS,0,0.0,0,0.0,2020-06-02
4599,06/03/2020,AS,0,0.0,0,0.0,2020-06-03
4600,06/04/2020,AS,0,0.0,0,0.0,2020-06-04
4601,06/05/2020,AS,0,0.0,0,0.0,2020-06-05
4602,06/06/2020,AS,0,0.0,0,0.0,2020-06-06
4603,06/07/2020,AS,0,0.0,0,0.0,2020-06-07
4604,06/08/2020,AS,0,0.0,0,0.0,2020-06-08
4605,06/09/2020,AS,0,0.0,0,0.0,2020-06-09
4606,06/10/2020,AS,0,0.0,0,0.0,2020-06-10
4607,06/11/2020,AS,0,0.0,0,0.0,2020-06-11
4608,06/12/2020,AS,0,0.0,0,0.0,2020-06-12
4609,06/13/2020,AS,0,0.0,0,0.0,2020-06-13
4610,06/14/2020,AS,0,0.0,0,0.0,2020-06-14
4611,06/15/2020,AS,0,0.0,0,0.0,2020-06-15
4612,06/16/2020,AS,0,0.0,0,0.0,2020-06-16
4613,06/17/2020,AS,0,0.0,0,0.0,2020-06-17
4614,06/18/2020,AS,0,0.0,0,0.0,2020-06-18
4615,06/19/2020,AS,0,0.0,0,0.0,2020-06-19
4616,06/20/2020,AS,0,0.0,0,0.0,2020-06-20
4617,06/21/2020,AS,0,0.0,0,0.0,2020-06-21
4618,06/22/2020,AS,0,0.0,0,0.0,2020-06-22
4619,06/23/2020,AS,0,0.0,0,0.0,2020-06-23
4620,06/24/2020,AS,0,0.0,0,0.0,2020-06-24
4621,06/25/2020,AS,0,0.0,0,0.0,2020-06-25
4622,06/26/2020,AS,0,0.0,0,0.0,2020-06-26
4623,06/27/2020,AS,0,0.0,0,0.0,2020-06-27
4624,06/28/2020,AS,0,0.0,0,0.0,2020-06-28
4625,06/29/2020,AS,0,0.0,0,0.0,2020-06-29
4626,06/30/2020,AS,0,0.0,0,0.0,2020-06-30
4627,07/01/2020,AS,0,0.0,0,0.0,2020-07-01
4628,07/02/2020,AS,0,0.0,0,0.0,2020-07-02
4629,07/03/2020,AS,0,0.0,0,0.0,2020-07-03
4630,07/04/2020,AS,0,0.0,0,0.0,2020-07-04
4631,07/05/2020,AS,0,0.0,0,0.0,2020-07-05
4632,07/06/2020,AS,0,0.0,0,0.0,2020-07-06
4633,07/07/2020,AS,0,0.0,0,0.0,2020-07-07
4634,07/08/2020,AS,0,0.0,0,0.0,2020-07-08
4635,07/09/2020,AS,0,0.0,0,0.0,2020-07-09
4636,07/10/2020,AS,0,0.0,0,0.0,2020-07-10
4637,07/11/2020,AS,0,0.0,0,0.0,2020-07-11
4638,07/12/2020,AS,0,0.0,0,0.0,2020-07-12
4639,07/13/2020,AS,0,0.0,0,0.0,2020-07-13
4640,07/14/2020,AS,0,0.0,0,0.0,2020-07-14
4641,07/15/2020,AS,0,0.0,0,0.0,2020-07-15
4642,07/16/2020,AS,0,0.0,0,0.0,2020-07-16
4643,07/17/2020,AS,0,0.0,0,0.0,2020-07-17
4644,07/18/2020,AS,0,0.0,0,0.0,2020-07-18
4645,07/19/2020,AS,0,0.0,0,0.0,2020-07-19
4646,07/20/2020,AS,0,0.0,0,0.0,2020-07-20
4647,07/21/2020,AS,0,0.0,0,0.0,2020-07-21
4648,07/22/2020,AS,0,0.0,0,0.0,2020-07-22
4649,07/23/2020,AS,0,0.0,0,0.0,2020-07-23
4650,07/24/2020,AS,0,0.0,0,0.0,2020-07-24
4651,07/25/2020,AS,0,0.0,0,0.0,2020-07-25
4652,07/26/2020,AS,0,0.0,0,0.0,2020-07-26
4653,07/27/2020,AS,0,0.0,0,0.0,2020-07-27
4654,07/28/2020,AS,0,0.0,0,0.0,2020-07-28
4655,07/29/2020,AS,0,0.0,0,0.0,2020-07-29
4656,07/30/2020,AS,0,0.0,0,0.0,2020-07-30
4657,07/31/2020,AS,0,0.0,0,0.0,2020-07-31
4658,08/01/2020,AS,0,0.0,0,0.0,2020-08-01
4659,08/02/2020,AS,0,0.0,0,0.0,2020-08-02
4660,08/03/2020,AS,0,0.0,0,0.0,2020-08-03
4661,08/04/2020,AS,0,0.0,0,0.0,2020-08-04
4662,08/05/2020,AS,0,0.0,0,0.0,2020-08-05
4663,08/06/2020,AS,0,0.0,0,0.0,2020-08-06
4664,08/07/2020,AS,0,0.0,0,0.0,2020-08-07
4665,08/08/2020,AS,0,0.0,0,0.0,2020-08-08
4666,08/09/2020,AS,0,0.0,0,0.0,2020-08-09
4667,08/10/2020,AS,0,0.0,0,0.0,2020-08-10
4668,08/11/2020,AS,0,0.0,0,0.0,2020-08-11
4669,08/12/2020,AS,0,0.0,0,0.0,2020-08-12
4670,08/13/2020,AS,0,0.0,0,0.0,2020-08-13
4671,08/14/2020,AS,0,0.0,0,0.0,2020-08-14
4672,08/15/2020,AS,0,0.0,0,0.0,2020-08-15
4673,08/16/2020,AS,0,0.0,0,0.0,2020-08-16
4674,08/17/2020,AS,0,0.0,0,0.0,2020-08-17
4675,08/18/2020,AS,0,0.0,0,0.0,2020-08-18
4676,08/19/2020,AS,0,0.0,0,0.0,2020-08-19
4677,08/20/2020,AS,0,0.0,0,0.0,2020-08-20
4678,08/21/2020,AS,0,0.0,0,0.0,2020-08-21
4679,08/22/2020,AS,0,0.0,0,0.0,2020-08-22
4680,08/23/2020,AS,0,0.0,0,0.0,2020-08-23
4681,08/24/2020,AS,0,0.0,0,0.0,2020-08-24
4682,08/25/2020,AS,0,0.0,0,0.0,2020-08-25
4683,08/26/2020,AS,0,0.0,0,0.0,2020-08-26
4684,08/27/2020,AS,0,0.0,0,0.0,2020-08-27
4685,08/28/2020,AS,0,0.0,0,0.0,2020-08-28
4686,08/29/2020,AS,0,0.0,0,0.0,2020-08-29
4687,08/30/2020,AS,0,0.0,0,0.0,2020-08-30
4688,08/31/2020,AS,0,0.0,0,0.0,2020-08-31
4689,09/01/2020,AS,0,0.0,0,0.0,2020-09-01
4690,09/02/2020,AS,0,0.0,0,0.0,2020-09-02
4691,09/03/2020,AS,0,0.0,0,0.0,2020-09-03
4692,09/04/2020,AS,0,0.0,0,0.0,2020-09-04
4693,09/05/2020,AS,0,0.0,0,0.0,2020-09-05
4694,09/06/2020,AS,0,0.0,0,0.0,2020-09-06
4695,09/07/2020,AS,0,0.0,0,0.0,2020-09-07
4696,09/08/2020,AS,0,0.0,0,0.0,2020-09-08
4697,09/09/2020,AS,0,0.0,0,0.0,2020-09-09
4698,09/10/2020,AS,0,0.0,0,0.0,2020-09-10
4699,09/11/2020,AS,0,0.0,0,0.0,2020-09-11
4700,09/12/2020,AS,0,0.0,0,0.0,2020-09-12
4701,09/13/2020,AS,0,0.0,0,0.0,2020-09-13
4702,09/14/2020,AS,0,0.0,0,0.0,2020-09-14
4703,09/15/2020,AS,0,0.0,0,0.0,2020-09-15
4704,09/16/2020,AS,0,0.0,0,0.0,2020-09-16
4705,09/17/2020,AS,0,0.0,0,0.0,2020-09-17
4706,09/18/2020,AS,0,0.0,0,0.0,2020-09-18
4707,09/19/2020,AS,0,0.0,0,0.0,2020-09-19
4708,09/20/2020,AS,0,0.0,0,0.0,2020-09-20
4709,09/21/2020,AS,0,0.0,0,0.0,2020-09-21
4710,09/22/2020,AS,0,0.0,0,0.0,2020-09-22
4711,09/23/2020,AS,0,0.0,0,0.0,2020-09-23
4712,09/24/2020,AS,0,0.0,0,0.0,2020-09-24
4713,09/25/2020,AS,0,0.0,0,0.0,2020-09-25
4714,09/26/2020,AS,0,0.0,0,0.0,2020-09-26
4715,09/27/2020,AS,0,0.0,0,0.0,2020-09-27
4716,09/28/2020,AS,0,0.0,0,0.0,2020-09-28
4717,09/29/2020,AS,0,0.0,0,0.0,2020-09-29
4718,09/30/2020,AS,0,0.0,0,0.0,2020-09-30
4719,10/01/2020,AS,0,0.0,0,0.0,2020-10-01
4720,10/02/2020,AS,0,0.0,0,0.0,2020-10-02
4721,10/03/2020,AS,0,0.0,0,0.0,2020-10-03
4722,10/04/2020,AS,0,0.0,0,0.0,2020-10-04
4723,10/05/2020,AS,0,0.0,0,0.0,2020-10-05
4724,10/06/2020,AS,0,0.0,0,0.0,2020-10-06
4725,10/07/2020,AS,0,0.0,0,0.0,2020-10-07
4726,10/08/2020,AS,0,0.0,0,0.0,2020-10-08
4727,10/09/2020,AS,0,0.0,0,0.0,2020-10-09
4728,10/10/2020,AS,0,0.0,0,0.0,2020-10-10
4729,10/11/2020,AS,0,0.0,0,0.0,2020-10-11
4730,10/12/2020,AS,0,0.0,0,0.0,2020-10-12
4731,10/13/2020,AS,0,0.0,0,0.0,2020-10-13
4732,10/14/2020,AS,0,0.0,0,0.0,2020-10-14
4733,10/15/2020,AS,0,0.0,0,0.0,2020-10-15
4734,10/16/2020,AS,0,0.0,0,0.0,2020-10-16
4735,10/17/2020,AS,0,0.0,0,0.0,2020-10-17
4736,10/18/2020,AS,0,0.0,0,0.0,2020-10-18
4737,10/19/2020,AS,0,0.0,0,0.0,2020-10-19
4738,10/20/2020,AS,0,0.0,0,0.0,2020-10-20
4739,10/21/2020,AS,0,0.0,0,0.0,2020-10-21
4740,10/22/2020,AS,0,0.0,0,0.0,2020-10-22
4741,10/23/2020,AS,0,0.0,0,0.0,2020-10-23
4742,10/24/2020,AS,0,0.0,0,0.0,2020-10-24
4743,10/25/2020,AS,0,0.0,0,0.0,2020-10-25
4744,10/26/2020,AS,0,0.0,0,0.0,2020-10-26
4745,10/27/2020,AS,0,0.0,0,0.0,2020-10-27
4746,10/28/2020,AS,0,0.0,0,0.0,2020-10-28
4747,10/29/2020,AS,0,0.0,0,0.0,2020-10-29
4748,10/30/2020,AS,0,0.0,0,0.0,2020-10-30
4749,10/31/2020,AS,0,0.0,0,0.0,2020-10-31
4750,11/01/2020,AS,0,0.0,0,0.0,2020-11-01
4751,11/02/2020,AS,0,0.0,0,0.0,2020-11-02
4752,11/03/2020,AS,0,0.0,0,0.0,2020-11-03
4753,11/04/2020,AS,0,0.0,0,0.0,2020-11-04
4754,11/05/2020,AS,0,0.0,0,0.0,2020-11-05
4755,11/06/2020,AS,0,0.0,0,0.0,2020-11-06
4756,11/07/2020,AS,0,0.0,0,0.0,2020-11-07
4757,11/08/2020,AS,0,0.0,0,0.0,2020-11-08
4758,11/09/2020,AS,3,3.0,0,0.0,2020-11-09
4759,11/10/2020,AS,3,0.0,0,0.0,2020-11-10
4760,11/11/2020,AS,3,0.0,0,0.0,2020-11-11
4761,11/12/2020,AS,3,0.0,0,0.0,2020-11-12
4762,11/13/2020,AS,3,0.0,0,0.0,2020-11-13
4763,11/14/2020,AS,3,0.0,0,0.0,2020-11-14
4764,11/15/2020,AS,3,0.0,0,0.0,2020-11-15
4765,11/16/2020,AS,3,0.0,0,0.0,2020-11-16
4766,11/17/2020,AS,3,0.0,0,0.0,2020-11-17
4767,11/18/2020,AS,3,0.0,0,0.0,2020-11-18
4768,11/19/2020,AS,3,0.0,0,0.0,2020-11-19
4769,11/20/2020,AS,3,0.0,0,0.0,2020-11-20
4770,11/21/2020,AS,3,0.0,0,0.0,2020-11-21
4771,11/22/2020,AS,3,0.0,0,0.0,2020-11-22
4772,11/23/2020,AS,3,0.0,0,0.0,2020-11-23
4773,11/24/2020,AS,3,0.0,0,0.0,2020-11-24
4774,11/25/2020,AS,3,0.0,0,0.0,2020-11-25
4775,11/26/2020,AS,3,0.0,0,0.0,2020-11-26
4776,11/27/2020,AS,3,0.0,0,0.0,2020-11-27
4777,11/28/2020,AS,3,0.0,0,0.0,2020-11-28
4778,11/29/2020,AS,3,0.0,0,0.0,2020-11-29
4779,11/30/2020,AS,3,0.0,0,0.0,2020-11-30
4780,12/01/2020,AS,3,0.0,0,0.0,2020-12-01
4781,12/02/2020,AS,3,0.0,0,0.0,2020-12-02
4782,12/03/2020,AS,3,0.0,0,0.0,2020-12-03
4783,12/04/2020,AS,3,0.0,0,0.0,2020-12-04
4784,12/05/2020,AS,3,0.0,0,0.0,2020-12-05
4785,01/22/2020,MA,0,0.0,0,0.0,2020-01-22
4786,01/23/2020,MA,0,0.0,0,0.0,2020-01-23
4787,01/24/2020,MA,0,0.0,0,0.0,2020-01-24
4788,01/25/2020,MA,0,0.0,0,0.0,2020-01-25
4789,01/26/2020,MA,0,0.0,0,0.0,2020-01-26
4790,01/27/2020,MA,0,0.0,0,0.0,2020-01-27
4791,01/28/2020,MA,0,0.0,0,0.0,2020-01-28
4792,01/29/2020,MA,0,0.0,0,0.0,2020-01-29
4793,01/30/2020,MA,0,0.0,0,0.0,2020-01-30
4794,01/31/2020,MA,0,0.0,0,0.0,2020-01-31
4795,02/01/2020,MA,1,1.0,0,0.0,2020-02-01
4796,02/02/2020,MA,1,0.0,0,0.0,2020-02-02
4797,02/03/2020,MA,1,0.0,0,0.0,2020-02-03
4798,02/04/2020,MA,1,0.0,0,0.0,2020-02-04
4799,02/05/2020,MA,1,0.0,0,0.0,2020-02-05
4800,02/06/2020,MA,1,0.0,0,0.0,2020-02-06
4801,02/07/2020,MA,1,0.0,0,0.0,2020-02-07
4802,02/08/2020,MA,1,0.0,0,0.0,2020-02-08
4803,02/09/2020,MA,1,0.0,0,0.0,2020-02-09
4804,02/10/2020,MA,1,0.0,0,0.0,2020-02-10
4805,02/11/2020,MA,1,0.0,0,0.0,2020-02-11
4806,02/12/2020,MA,1,0.0,0,0.0,2020-02-12
4807,02/13/2020,MA,1,0.0,0,0.0,2020-02-13
4808,02/14/2020,MA,1,0.0,0,0.0,2020-02-14
4809,02/15/2020,MA,1,0.0,0,0.0,2020-02-15
4810,02/16/2020,MA,1,0.0,0,0.0,2020-02-16
4811,02/17/2020,MA,1,0.0,0,0.0,2020-02-17
4812,02/18/2020,MA,1,0.0,0,0.0,2020-02-18
4813,02/19/2020,MA,1,0.0,0,0.0,2020-02-19
4814,02/20/2020,MA,1,0.0,0,0.0,2020-02-20
4815,02/21/2020,MA,1,0.0,0,0.0,2020-02-21
4816,02/22/2020,MA,1,0.0,0,0.0,2020-02-22
4817,02/23/2020,MA,1,0.0,0,0.0,2020-02-23
4818,02/24/2020,MA,1,0.0,0,0.0,2020-02-24
4819,02/25/2020,MA,1,0.0,0,0.0,2020-02-25
4820,02/26/2020,MA,1,0.0,0,0.0,2020-02-26
4821,02/27/2020,MA,1,0.0,0,0.0,2020-02-27
4822,02/28/2020,MA,1,0.0,0,0.0,2020-02-28
4823,02/29/2020,MA,1,0.0,0,0.0,2020-02-29
4824,03/01/2020,MA,1,0.0,0,0.0,2020-03-01
4825,03/02/2020,MA,1,0.0,0,0.0,2020-03-02
4826,03/03/2020,MA,2,1.0,0,0.0,2020-03-03
4827,03/04/2020,MA,2,0.0,0,0.0,2020-03-04
4828,03/05/2020,MA,2,0.0,0,0.0,2020-03-05
4829,03/06/2020,MA,7,5.0,0,0.0,2020-03-06
4830,03/07/2020,MA,9,2.0,0,0.0,2020-03-07
4831,03/08/2020,MA,28,19.0,0,0.0,2020-03-08
4832,03/09/2020,MA,28,0.0,0,0.0,2020-03-09
4833,03/10/2020,MA,91,63.0,0,0.0,2020-03-10
4834,03/11/2020,MA,95,4.0,0,0.0,2020-03-11
4835,03/12/2020,MA,108,13.0,0,0.0,2020-03-12
4836,03/13/2020,MA,109,1.0,0,0.0,2020-03-13
4837,03/14/2020,MA,109,0.0,0,0.0,2020-03-14
4838,03/15/2020,MA,164,55.0,0,0.0,2020-03-15
4839,03/16/2020,MA,197,33.0,0,0.0,2020-03-16
4840,03/17/2020,MA,218,21.0,0,0.0,2020-03-17
4841,03/18/2020,MA,256,38.0,0,0.0,2020-03-18
4842,03/19/2020,MA,328,72.0,0,0.0,2020-03-19
4843,03/20/2020,MA,413,85.0,1,1.0,2020-03-20
4844,03/21/2020,MA,525,112.0,1,0.0,2020-03-21
4845,03/22/2020,MA,646,121.0,5,4.0,2020-03-22
4846,03/23/2020,MA,777,131.0,9,4.0,2020-03-23
4847,03/24/2020,MA,1159,382.0,11,2.0,2020-03-24
4848,03/25/2020,MA,1838,679.0,15,4.0,2020-03-25
4849,03/26/2020,MA,2417,579.0,25,10.0,2020-03-26
4850,03/27/2020,MA,3240,823.0,35,10.0,2020-03-27
4851,03/28/2020,MA,4257,1017.0,44,9.0,2020-03-28
4852,03/29/2020,MA,4955,698.0,48,4.0,2020-03-29
4853,03/30/2020,MA,5752,797.0,56,8.0,2020-03-30
4854,03/31/2020,MA,6620,868.0,89,33.0,2020-03-31
4855,04/01/2020,MA,7738,1118.0,122,33.0,2020-04-01
4856,04/02/2020,MA,8966,1228.0,154,32.0,2020-04-02
4857,04/03/2020,MA,10402,1436.0,192,38.0,2020-04-03
4858,04/04/2020,MA,11736,1334.0,216,24.0,2020-04-04
4859,04/05/2020,MA,12500,764.0,231,15.0,2020-04-05
4860,04/06/2020,MA,13837,1337.0,260,29.0,2020-04-06
4861,04/07/2020,MA,15202,1365.0,356,96.0,2020-04-07
4862,04/08/2020,MA,16567,1365.0,433,77.0,2020-04-08
4863,04/09/2020,MA,18941,2374.0,503,70.0,2020-04-09
4864,04/10/2020,MA,20845,1904.0,599,96.0,2020-04-10
4865,04/11/2020,MA,23918,3073.0,692,93.0,2020-04-11
4866,04/12/2020,MA,25475,1557.0,756,64.0,2020-04-12
4867,04/13/2020,MA,26867,1392.0,844,88.0,2020-04-13
4868,04/14/2020,MA,28163,1296.0,957,113.0,2020-04-14
4869,04/15/2020,MA,29918,1755.0,1108,151.0,2020-04-15
4870,04/16/2020,MA,32181,2263.0,1245,137.0,2020-04-16
4871,04/17/2020,MA,34402,2221.0,1404,159.0,2020-04-17
4872,04/18/2020,MA,36372,1970.0,1560,156.0,2020-04-18
4873,04/19/2020,MA,38077,1705.0,1706,146.0,2020-04-19
4874,04/20/2020,MA,39643,1566.0,1809,103.0,2020-04-20
4875,04/21/2020,MA,41199,1556.0,1961,152.0,2020-04-21
4876,04/22/2020,MA,42944,1745.0,2182,221.0,2020-04-22
4877,04/23/2020,MA,46023,3079.0,2360,178.0,2020-04-23
4878,04/24/2020,MA,50969,4946.0,2556,196.0,2020-04-24
4879,04/25/2020,MA,53348,2379.0,2730,174.0,2020-04-25
4880,04/26/2020,MA,54938,1590.0,2899,169.0,2020-04-26
4881,04/27/2020,MA,56462,1524.0,3003,104.0,2020-04-27
4882,04/28/2020,MA,58302,1840.0,3153,150.0,2020-04-28
4883,04/29/2020,MA,60265,1963.0,3405,252.0,2020-04-29
4884,04/30/2020,MA,62205,1940.0,3562,157.0,2020-04-30
4885,05/01/2020,MA,64311,2106.0,3716,154.0,2020-05-01
4886,05/02/2020,MA,66263,1952.0,3846,130.0,2020-05-02
4887,05/03/2020,MA,68087,1824.0,4004,158.0,2020-05-03
4888,05/04/2020,MA,69087,1000.0,4090,86.0,2020-05-04
4889,05/05/2020,MA,70271,1184.0,4212,122.0,2020-05-05
4890,05/06/2020,MA,72025,1754.0,4420,208.0,2020-05-06
4891,05/07/2020,MA,73721,1696.0,4552,132.0,2020-05-07
4892,05/08/2020,MA,75333,1612.0,4702,150.0,2020-05-08
4893,05/09/2020,MA,76743,1410.0,4840,138.0,2020-05-09
4894,05/10/2020,MA,77793,1050.0,4979,139.0,2020-05-10
4895,05/11/2020,MA,78462,669.0,5108,129.0,2020-05-11
4896,05/12/2020,MA,79332,870.0,5141,33.0,2020-05-12
4897,05/13/2020,MA,80497,1165.0,5315,174.0,2020-05-13
4898,05/14/2020,MA,82182,1685.0,5649,5816.0,2020-05-14
4899,05/15/2020,MA,83421,1239.0,5592,-5539.0,2020-05-15
4900,05/16/2020,MA,84933,1512.0,5705,113.0,2020-05-16
4901,05/17/2020,MA,86010,1077.0,5797,92.0,2020-05-17
4902,05/18/2020,MA,87052,1042.0,5862,65.0,2020-05-18
4903,05/19/2020,MA,87925,873.0,5938,76.0,2020-05-19
4904,05/20/2020,MA,88970,1045.0,6066,128.0,2020-05-20
4905,05/21/2020,MA,90084,1114.0,6148,82.0,2020-05-21
4906,05/22/2020,MA,90899,815.0,6228,80.0,2020-05-22
4907,05/23/2020,MA,91662,763.0,6304,76.0,2020-05-23
4908,05/24/2020,MA,92675,1013.0,6372,68.0,2020-05-24
4909,05/25/2020,MA,93271,596.0,6416,44.0,2020-05-25
4910,05/26/2020,MA,93693,422.0,6473,57.0,2020-05-26
4911,05/27/2020,MA,94220,527.0,6547,74.0,2020-05-27
4912,05/28/2020,MA,94895,675.0,6640,93.0,2020-05-28
4913,05/29/2020,MA,95512,617.0,6718,78.0,2020-05-29
4914,05/30/2020,MA,96301,789.0,6768,50.0,2020-05-30
4915,05/31/2020,MA,96965,664.0,6846,78.0,2020-05-31
4916,06/01/2020,MA,100805,7354.0,7035,330.0,2020-06-01
4917,06/02/2020,MA,101163,468.0,7085,50.0,2020-06-02
4918,06/03/2020,MA,101592,433.0,7012,-214.0,2020-06-03
4919,06/04/2020,MA,102063,530.0,7201,328.0,2020-06-04
4920,06/05/2020,MA,102557,568.0,7235,33.0,2020-06-05
4921,06/06/2020,MA,103132,645.0,7289,53.0,2020-06-06
4922,06/07/2020,MA,103436,347.0,7316,27.0,2020-06-07
4923,06/08/2020,MA,103626,187.0,7353,36.0,2020-06-08
4924,06/09/2020,MA,103889,326.0,7408,72.0,2020-06-09
4925,06/10/2020,MA,104156,331.0,7454,47.0,2020-06-10
4926,06/11/2020,MA,104667,676.0,7492,39.0,2020-06-11
4927,06/12/2020,MA,105059,477.0,7538,47.0,2020-06-12
4928,06/13/2020,MA,105395,413.0,7576,38.0,2020-06-13
4929,06/14/2020,MA,105603,210.0,7624,49.0,2020-06-14
4930,06/15/2020,MA,105690,116.0,7647,23.0,2020-06-15
4931,06/16/2020,MA,105885,250.0,7665,18.0,2020-06-16
4932,06/17/2020,MA,106151,352.0,7734,78.0,2020-06-17
4933,06/18/2020,MA,106422,343.0,7770,49.0,2020-06-18
4934,06/19/2020,MA,106650,304.0,7800,32.0,2020-06-19
4935,06/20/2020,MA,106936,349.0,7828,28.0,2020-06-20
4936,06/21/2020,MA,107061,145.0,7858,30.0,2020-06-21
4937,06/22/2020,MA,107210,162.0,7874,15.0,2020-06-22
4938,06/23/2020,MA,107439,276.0,7890,16.0,2020-06-23
4939,06/24/2020,MA,107611,233.0,7938,54.0,2020-06-24
4940,06/25/2020,MA,107837,292.0,7963,26.0,2020-06-25
4941,06/26/2020,MA,108070,317.0,8013,61.0,2020-06-26
4942,06/27/2020,MA,108443,441.0,8041,30.0,2020-06-27
