,submission_date,state,tot_cases,new_case,tot_death,new_death,date
9880,11/27/2020,TX,1147045,3429.0,21207,51.0,2020-11-27
9881,11/28/2020,TX,1151069,4024.0,21309,102.0,2020-11-28
9882,11/29/2020,TX,1157273,6204.0,21357,48.0,2020-11-29
9883,11/30/2020,TX,1168111,10838.0,21379,22.0,2020-11-30
9884,12/01/2020,TX,1184250,16139.0,21549,170.0,2020-12-01
9885,12/02/2020,TX,1200674,16424.0,21756,207.0,2020-12-02
9886,12/03/2020,TX,1215113,14439.0,22000,244.0,2020-12-03
9887,12/04/2020,TX,1228812,13699.0,22255,255.0,2020-12-04
9888,12/05/2020,TX,1240750,11938.0,22502,247.0,2020-12-05
9889,01/22/2020,AR,0,0.0,0,0.0,2020-01-22
9890,01/23/2020,AR,0,0.0,0,0.0,2020-01-23
9891,01/24/2020,AR,0,0.0,0,0.0,2020-01-24
9892,01/25/2020,AR,0,0.0,0,0.0,2020-01-25
9893,01/26/2020,AR,0,0.0,0,0.0,2020-01-26
9894,01/27/2020,AR,0,0.0,0,0.0,2020-01-27
9895,01/28/2020,AR,0,0.0,0,0.0,2020-01-28
9896,01/29/2020,AR,0,0.0,0,0.0,2020-01-29
9897,01/30/2020,AR,0,0.0,0,0.0,2020-01-30
9898,01/31/2020,AR,0,0.0,0,0.0,2020-01-31
9899,02/01/2020,AR,0,0.0,0,0.0,2020-02-01
9900,02/02/2020,AR,0,0.0,0,0.0,2020-02-02
9901,02/03/2020,AR,0,0.0,0,0.0,2020-02-03
9902,02/04/2020,AR,0,0.0,0,0.0,2020-02-04
9903,02/05/2020,AR,0,0.0,0,0.0,2020-02-05
9904,02/06/2020,AR,0,0.0,0,0.0,2020-02-06
9905,02/07/2020,AR,0,0.0,0,0.0,2020-02-07
9906,02/08/2020,AR,0,0.0,0,0.0,2020-02-08
9907,02/09/2020,AR,0,0.0,0,0.0,2020-02-09
9908,02/10/2020,AR,0,0.0,0,0.0,2020-02-10
9909,02/11/2020,AR,0,0.0,0,0.0,2020-02-11
9910,02/12/2020,AR,0,0.0,0,0.0,2020-02-12
9911,02/13/2020,AR,0,0.0,0,0.0,2020-02-13
9912,02/14/2020,AR,0,0.0,0,0.0,2020-02-14
9913,02/15/2020,AR,0,0.0,0,0.0,2020-02-15
9914,02/16/2020,AR,0,0.0,0,0.0,2020-02-16
9915,02/17/2020,AR,0,0.0,0,0.0,2020-02-17
9916,02/18/2020,AR,0,0.0,0,0.0,2020-02-18
9917,02/19/2020,AR,0,0.0,0,0.0,2020-02-19
9918,02/20/2020,AR,0,0.0,0,0.0,2020-02-20
9919,02/21/2020,AR,0,0.0,0,0.0,2020-02-21
9920,02/22/2020,AR,0,0.0,0,0.0,2020-02-22
9921,02/23/2020,AR,0,0.0,0,0.0,2020-02-23
9922,02/24/2020,AR,0,0.0,0,0.0,2020-02-24
9923,02/25/2020,AR,0,0.0,0,0.0,2020-02-25
9924,02/26/2020,AR,0,0.0,0,0.0,2020-02-26
9925,02/27/2020,AR,0,0.0,0,0.0,2020-02-27
9926,02/28/2020,AR,0,0.0,0,0.0,2020-02-28
9927,02/29/2020,AR,0,0.0,0,0.0,2020-02-29
9928,03/01/2020,AR,0,0.0,0,0.0,2020-03-01
9929,03/02/2020,AR,0,0.0,0,0.0,2020-03-02
9930,03/03/2020,AR,0,0.0,0,0.0,2020-03-03
9931,03/04/2020,AR,0,0.0,0,0.0,2020-03-04
9932,03/05/2020,AR,0,0.0,0,0.0,2020-03-05
9933,03/06/2020,AR,0,0.0,0,0.0,2020-03-06
9934,03/07/2020,AR,0,0.0,0,0.0,2020-03-07
9935,03/08/2020,AR,0,0.0,0,0.0,2020-03-08
9936,03/09/2020,AR,0,0.0,0,0.0,2020-03-09
9937,03/10/2020,AR,0,0.0,0,0.0,2020-03-10
9938,03/11/2020,AR,1,1.0,0,0.0,2020-03-11
9939,03/12/2020,AR,6,5.0,0,0.0,2020-03-12
9940,03/13/2020,AR,9,3.0,0,0.0,2020-03-13
9941,03/14/2020,AR,12,3.0,0,0.0,2020-03-14
9942,03/15/2020,AR,16,4.0,0,0.0,2020-03-15
9943,03/16/2020,AR,17,1.0,0,0.0,2020-03-16
9944,03/17/2020,AR,24,7.0,0,0.0,2020-03-17
9945,03/18/2020,AR,37,13.0,0,0.0,2020-03-18
9946,03/19/2020,AR,64,27.0,0,0.0,2020-03-19
9947,03/20/2020,AR,100,36.0,0,0.0,2020-03-20
9948,03/21/2020,AR,118,18.0,0,0.0,2020-03-21
9949,03/22/2020,AR,164,46.0,0,0.0,2020-03-22
9950,03/23/2020,AR,197,33.0,0,0.0,2020-03-23
9951,03/24/2020,AR,230,33.0,2,2.0,2020-03-24
9952,03/25/2020,AR,306,76.0,2,0.0,2020-03-25
9953,03/26/2020,AR,349,43.0,3,1.0,2020-03-26
9954,03/27/2020,AR,386,37.0,3,0.0,2020-03-27
9955,03/28/2020,AR,409,23.0,5,2.0,2020-03-28
9956,03/29/2020,AR,443,34.0,6,1.0,2020-03-29
9957,03/30/2020,AR,504,61.0,7,1.0,2020-03-30
9958,03/31/2020,AR,560,56.0,8,1.0,2020-03-31
9959,04/01/2020,AR,614,54.0,10,2.0,2020-04-01
9960,04/02/2020,AR,679,65.0,12,2.0,2020-04-02
9961,04/03/2020,AR,738,59.0,12,0.0,2020-04-03
9962,04/04/2020,AR,743,5.0,14,2.0,2020-04-04
9963,04/05/2020,AR,853,110.0,16,2.0,2020-04-05
9964,04/06/2020,AR,915,62.0,16,0.0,2020-04-06
9965,04/07/2020,AR,993,78.0,18,2.0,2020-04-07
9966,04/08/2020,AR,1071,78.0,18,0.0,2020-04-08
9967,04/09/2020,AR,1127,56.0,21,3.0,2020-04-09
9968,04/10/2020,AR,1202,75.0,24,3.0,2020-04-10
9969,04/11/2020,AR,1234,32.0,27,3.0,2020-04-11
9970,04/12/2020,AR,1307,73.0,29,2.0,2020-04-12
9971,04/13/2020,AR,1410,103.0,30,1.0,2020-04-13
9972,04/14/2020,AR,1498,88.0,32,2.0,2020-04-14
9973,04/15/2020,AR,1583,85.0,33,1.0,2020-04-15
9974,04/16/2020,AR,1635,52.0,37,4.0,2020-04-16
9975,04/17/2020,AR,1702,67.0,40,3.0,2020-04-17
9976,04/18/2020,AR,1777,75.0,41,1.0,2020-04-18
9977,04/19/2020,AR,1781,4.0,40,-1.0,2020-04-19
9978,04/20/2020,AR,1964,183.0,42,2.0,2020-04-20
9979,04/21/2020,AR,2262,298.0,43,1.0,2020-04-21
9980,04/22/2020,AR,2281,19.0,42,-1.0,2020-04-22
9981,04/23/2020,AR,2465,184.0,45,3.0,2020-04-23
9982,04/24/2020,AR,2810,345.0,47,2.0,2020-04-24
9983,04/25/2020,AR,2909,99.0,48,1.0,2020-04-25
9984,04/26/2020,AR,2941,32.0,49,1.0,2020-04-26
9985,04/27/2020,AR,3055,114.0,50,1.0,2020-04-27
9986,04/28/2020,AR,3121,66.0,52,2.0,2020-04-28
9987,04/29/2020,AR,3192,71.0,59,7.0,2020-04-29
9988,04/30/2020,AR,3255,63.0,61,2.0,2020-04-30
9989,05/01/2020,AR,3310,55.0,64,3.0,2020-05-01
9990,05/02/2020,AR,3372,62.0,72,8.0,2020-05-02
9991,05/03/2020,AR,3431,59.0,76,4.0,2020-05-03
9992,05/04/2020,AR,3469,38.0,80,4.0,2020-05-04
9993,05/05/2020,AR,3496,27.0,83,3.0,2020-05-05
9994,05/06/2020,AR,3611,115.0,87,4.0,2020-05-06
9995,05/07/2020,AR,3665,54.0,88,1.0,2020-05-07
9996,05/08/2020,AR,3747,82.0,88,0.0,2020-05-08
9997,05/09/2020,AR,3984,237.0,90,2.0,2020-05-09
9998,05/10/2020,AR,3984,0.0,91,1.0,2020-05-10
9999,05/11/2020,AR,4043,59.0,94,3.0,2020-05-11
10000,05/12/2020,AR,4164,121.0,95,1.0,2020-05-12
10001,05/13/2020,AR,4236,72.0,97,2.0,2020-05-13
10002,05/14/2020,AR,4348,112.0,98,1.0,2020-05-14
10003,05/15/2020,AR,4463,115.0,98,0.0,2020-05-15
10004,05/16/2020,AR,4578,115.0,98,0.0,2020-05-16
10005,05/17/2020,AR,4759,181.0,98,0.0,2020-05-17
10006,05/18/2020,AR,4813,54.0,100,2.0,2020-05-18
10007,05/19/2020,AR,4923,110.0,102,2.0,2020-05-19
10008,05/20/2020,AR,5003,80.0,107,5.0,2020-05-20
10009,05/21/2020,AR,5458,455.0,110,3.0,2020-05-21
10010,05/22/2020,AR,5612,154.0,113,3.0,2020-05-22
10011,05/23/2020,AR,5775,163.0,115,2.0,2020-05-23
10012,05/24/2020,AR,5922,147.0,116,1.0,2020-05-24
10013,05/25/2020,AR,6029,107.0,117,1.0,2020-05-25
10014,05/26/2020,AR,6180,151.0,119,2.0,2020-05-26
10015,05/27/2020,AR,6277,97.0,120,1.0,2020-05-27
10016,05/28/2020,AR,6538,261.0,125,5.0,2020-05-28
10017,05/29/2020,AR,6777,239.0,132,7.0,2020-05-29
10018,05/30/2020,AR,7013,236.0,133,1.0,2020-05-30
10019,05/31/2020,AR,7253,240.0,133,0.0,2020-05-31
10020,06/01/2020,AR,7443,190.0,133,0.0,2020-06-01
10021,06/02/2020,AR,7818,375.0,136,3.0,2020-06-02
10022,06/03/2020,AR,8067,249.0,142,6.0,2020-06-03
10023,06/04/2020,AR,8425,358.0,151,9.0,2020-06-04
10024,06/05/2020,AR,8651,226.0,152,1.0,2020-06-05
10025,06/06/2020,AR,9101,450.0,154,2.0,2020-06-06
10026,06/07/2020,AR,9426,325.0,154,0.0,2020-06-07
10027,06/08/2020,AR,9740,314.0,155,1.0,2020-06-08
10028,06/09/2020,AR,10080,340.0,161,6.0,2020-06-09
10029,06/10/2020,AR,10368,288.0,165,4.0,2020-06-10
10030,06/11/2020,AR,10816,448.0,171,6.0,2020-06-11
10031,06/12/2020,AR,11547,731.0,176,5.0,2020-06-12
10032,06/13/2020,AR,12095,548.0,177,1.0,2020-06-13
10033,06/14/2020,AR,12501,406.0,179,2.0,2020-06-14
10034,06/15/2020,AR,12917,416.0,182,3.0,2020-06-15
10035,06/16/2020,AR,13191,274.0,188,6.0,2020-06-16
10036,06/17/2020,AR,13606,415.0,197,9.0,2020-06-17
10037,06/18/2020,AR,13928,322.0,208,11.0,2020-06-18
10038,06/19/2020,AR,14631,703.0,214,6.0,2020-06-19
10039,06/20/2020,AR,15142,511.0,224,10.0,2020-06-20
10040,06/21/2020,AR,15561,419.0,225,1.0,2020-06-21
10041,06/22/2020,AR,16083,522.0,227,2.0,2020-06-22
10042,06/23/2020,AR,16678,595.0,237,10.0,2020-06-23
10043,06/24/2020,AR,17375,697.0,240,3.0,2020-06-24
10044,06/25/2020,AR,18062,687.0,242,2.0,2020-06-25
10045,06/26/2020,AR,18740,678.0,249,7.0,2020-06-26
10046,06/27/2020,AR,19310,570.0,259,10.0,2020-06-27
10047,06/28/2020,AR,19818,508.0,264,5.0,2020-06-28
10048,06/29/2020,AR,20257,439.0,265,1.0,2020-06-29
10049,06/30/2020,AR,20777,520.0,270,5.0,2020-06-30
10050,07/01/2020,AR,21197,420.0,277,7.0,2020-07-01
10051,07/02/2020,AR,22075,878.0,279,2.0,2020-07-02
10052,07/03/2020,AR,22622,547.0,281,2.0,2020-07-03
10053,07/04/2020,AR,23209,587.0,286,5.0,2020-07-04
10054,07/05/2020,AR,23814,605.0,287,1.0,2020-07-05
10055,07/06/2020,AR,24253,439.0,292,5.0,2020-07-06
10056,07/07/2020,AR,24512,259.0,301,9.0,2020-07-07
10057,07/08/2020,AR,25246,734.0,305,4.0,2020-07-08
10058,07/09/2020,AR,26052,806.0,309,4.0,2020-07-09
10059,07/10/2020,AR,26803,751.0,313,4.0,2020-07-10
10060,07/11/2020,AR,27864,1061.0,319,6.0,2020-07-11
10061,07/12/2020,AR,28367,503.0,321,2.0,2020-07-12
10062,07/13/2020,AR,28939,572.0,323,2.0,2020-07-13
10063,07/14/2020,AR,29733,794.0,331,8.0,2020-07-14
10064,07/15/2020,AR,30297,564.0,335,4.0,2020-07-15
10065,07/16/2020,AR,31114,817.0,341,6.0,2020-07-16
10066,07/17/2020,AR,31762,648.0,353,12.0,2020-07-17
10067,07/18/2020,AR,32533,771.0,357,4.0,2020-07-18
10068,07/19/2020,AR,33228,695.0,357,0.0,2020-07-19
10069,07/20/2020,AR,33927,699.0,363,6.0,2020-07-20
10070,07/21/2020,AR,34665,738.0,374,11.0,2020-07-21
10071,07/22/2020,AR,35246,581.0,380,6.0,2020-07-22
10072,07/23/2020,AR,36259,1013.0,386,6.0,2020-07-23
10073,07/24/2020,AR,37249,990.0,394,8.0,2020-07-24
10074,07/25/2020,AR,37981,732.0,399,5.0,2020-07-25
10075,07/26/2020,AR,38623,642.0,401,2.0,2020-07-26
10076,07/27/2020,AR,39447,824.0,408,7.0,2020-07-27
10077,07/28/2020,AR,40181,734.0,428,20.0,2020-07-28
10078,07/29/2020,AR,40968,787.0,434,6.0,2020-07-29
10079,07/30/2020,AR,41759,791.0,442,8.0,2020-07-30
10080,07/31/2020,AR,42511,752.0,453,11.0,2020-07-31
10081,08/01/2020,AR,43173,662.0,458,5.0,2020-08-01
10082,08/02/2020,AR,43810,637.0,464,6.0,2020-08-02
10083,08/03/2020,AR,44597,787.0,475,11.0,2020-08-03
10084,08/04/2020,AR,45381,784.0,490,15.0,2020-08-04
10085,08/05/2020,AR,46293,912.0,508,18.0,2020-08-05
10086,08/06/2020,AR,47028,735.0,515,7.0,2020-08-06
10087,08/07/2020,AR,48039,1011.0,521,6.0,2020-08-07
10088,08/08/2020,AR,48811,772.0,535,14.0,2020-08-08
10089,08/09/2020,AR,49383,572.0,544,9.0,2020-08-09
10090,08/10/2020,AR,50028,645.0,555,11.0,2020-08-10
10091,08/11/2020,AR,50411,383.0,566,11.0,2020-08-11
10092,08/12/2020,AR,51114,703.0,573,7.0,2020-08-12
10093,08/13/2020,AR,51766,652.0,582,9.0,2020-08-13
10094,08/14/2020,AR,52392,626.0,587,5.0,2020-08-14
10095,08/15/2020,AR,51992,-400.0,600,13.0,2020-08-15
10096,08/16/2020,AR,52665,673.0,599,-1.0,2020-08-16
10097,08/17/2020,AR,53077,412.0,603,4.0,2020-08-17
10098,08/18/2020,AR,53487,410.0,619,16.0,2020-08-18
10099,08/19/2020,AR,54216,729.0,631,12.0,2020-08-19
10100,08/20/2020,AR,54765,549.0,641,10.0,2020-08-20
10101,08/21/2020,AR,55652,887.0,663,22.0,2020-08-21
10102,08/22/2020,AR,56199,547.0,674,11.0,2020-08-22
10103,08/23/2020,AR,56574,375.0,687,13.0,2020-08-23
10104,08/24/2020,AR,56894,320.0,696,9.0,2020-08-24
10105,08/25/2020,AR,57374,480.0,711,15.0,2020-08-25
10106,08/26/2020,AR,58023,649.0,732,21.0,2020-08-26
10107,08/27/2020,AR,58745,722.0,739,7.0,2020-08-27
10108,08/28/2020,AR,59583,838.0,756,17.0,2020-08-28
10109,08/29/2020,AR,60378,795.0,772,16.0,2020-08-29
10110,08/30/2020,AR,60856,478.0,784,12.0,2020-08-30
10111,08/31/2020,AR,61224,368.0,797,13.0,2020-08-31
10112,09/01/2020,AR,61497,273.0,814,17.0,2020-09-01
10113,09/02/2020,AR,62112,615.0,841,27.0,2020-09-02
10114,09/03/2020,AR,63504,1815.0,861,20.0,2020-09-03
10115,09/04/2020,AR,64678,1254.0,873,12.0,2020-09-04
10116,09/05/2020,AR,65226,581.0,882,9.0,2020-09-05
10117,09/06/2020,AR,65932,725.0,894,12.0,2020-09-06
10118,09/07/2020,AR,66280,346.0,908,14.0,2020-09-07
10119,09/08/2020,AR,66757,660.0,917,9.0,2020-09-08
10120,09/09/2020,AR,67255,611.0,928,11.0,2020-09-09
10121,09/10/2020,AR,67803,698.0,940,12.0,2020-09-10
10122,09/11/2020,AR,68983,1253.0,953,13.0,2020-09-11
10123,09/12/2020,AR,69710,823.0,964,11.0,2020-09-12
10124,09/13/2020,AR,70219,510.0,976,12.0,2020-09-13
10125,09/14/2020,AR,70627,417.0,986,10.0,2020-09-14
10126,09/15/2020,AR,71357,784.0,1003,17.0,2020-09-15
10127,09/16/2020,AR,72219,1118.0,1157,301.0,2020-09-16
10128,09/17/2020,AR,73211,1101.0,1166,10.0,2020-09-17
10129,09/18/2020,AR,74082,1018.0,1173,7.0,2020-09-18
10130,09/19/2020,AR,75160,1353.0,1181,8.0,2020-09-19
10131,09/20/2020,AR,75723,577.0,1181,0.0,2020-09-20
10132,09/21/2020,AR,76364,686.0,1196,15.0,2020-09-21
10133,09/22/2020,AR,76981,748.0,1209,14.0,2020-09-22
10134,09/23/2020,AR,77963,1090.0,1229,20.0,2020-09-23
10135,09/24/2020,AR,79049,1142.0,1246,17.0,2020-09-24
10136,09/25/2020,AR,79946,998.0,1265,19.0,2020-09-25
10137,09/26/2020,AR,80755,830.0,1287,23.0,2020-09-26
10138,09/27/2020,AR,81242,499.0,1308,19.0,2020-09-27
10139,09/28/2020,AR,82049,828.0,1331,23.0,2020-09-28
10140,09/29/2020,AR,82755,930.0,1350,17.0,2020-09-29
10141,09/30/2020,AR,83697,1277.0,1369,19.0,2020-09-30
10142,10/01/2020,AR,84821,1327.0,1384,15.0,2020-10-01
10143,10/02/2020,AR,85779,1138.0,1391,7.0,2020-10-02
10144,10/03/2020,AR,86525,950.0,1407,16.0,2020-10-03
10145,10/04/2020,AR,87013,521.0,1425,19.0,2020-10-04
10146,10/05/2020,AR,87430,442.0,1446,21.0,2020-10-05
10147,10/06/2020,AR,88071,750.0,1469,24.0,2020-10-06
10148,10/07/2020,AR,88880,934.0,1485,16.0,2020-10-07
10149,10/08/2020,AR,90145,1464.0,1507,22.0,2020-10-08
10150,10/09/2020,AR,91312,1354.0,1529,18.0,2020-10-09
10151,10/10/2020,AR,92220,1028.0,1550,22.0,2020-10-10
10152,10/11/2020,AR,92833,672.0,1568,20.0,2020-10-11
10153,10/12/2020,AR,93487,740.0,1586,19.0,2020-10-12
10154,10/13/2020,AR,94167,879.0,1611,25.0,2020-10-13
10155,10/14/2020,AR,95246,1274.0,1634,25.0,2020-10-14
10156,10/15/2020,AR,96524,1488.0,1645,12.0,2020-10-15
10157,10/16/2020,AR,97539,1216.0,1665,20.0,2020-10-16
10158,10/17/2020,AR,98422,1056.0,1684,19.0,2020-10-17
10159,10/18/2020,AR,99066,759.0,1704,21.0,2020-10-18
10160,10/19/2020,AR,99597,628.0,1714,10.0,2020-10-19
10161,10/20/2020,AR,100441,1060.0,1728,14.0,2020-10-20
10162,10/21/2020,AR,101596,1329.0,1751,23.0,2020-10-21
10163,10/22/2020,AR,102798,1511.0,1772,25.0,2020-10-22
10164,10/23/2020,AR,104135,1627.0,1782,10.0,2020-10-23
10165,10/24/2020,AR,105318,1492.0,1797,16.0,2020-10-24
10166,10/25/2020,AR,106115,927.0,1812,15.0,2020-10-25
10167,10/26/2020,AR,106727,694.0,1833,21.0,2020-10-26
10168,10/27/2020,AR,107679,1253.0,1857,28.0,2020-10-27
10169,10/28/2020,AR,108640,1232.0,1875,18.0,2020-10-28
10170,10/29/2020,AR,109712,1307.0,1894,20.0,2020-10-29
10171,10/30/2020,AR,110874,1507.0,1900,7.0,2020-10-30
10172,10/31/2020,AR,112190,1555.0,1925,29.0,2020-10-31
10173,11/01/2020,AR,113057,977.0,1958,33.0,2020-11-01
10174,11/02/2020,AR,113641,704.0,1985,28.0,2020-11-02
10175,11/03/2020,AR,114161,520.0,2003,20.0,2020-11-03
10176,11/04/2020,AR,115812,2388.0,2026,25.0,2020-11-04
10177,11/05/2020,AR,117360,1941.0,2037,13.0,2020-11-05
10178,11/06/2020,AR,119230,2294.0,2056,23.0,2020-11-06
10179,11/07/2020,AR,120828,1918.0,2068,12.0,2020-11-07
10180,11/08/2020,AR,121866,1160.0,2085,17.0,2020-11-08
10181,11/09/2020,AR,122811,1061.0,2108,23.0,2020-11-09
10182,11/10/2020,AR,124235,1873.0,2112,4.0,2020-11-10
10183,11/11/2020,AR,126197,2717.0,2126,15.0,2020-11-11
10184,11/12/2020,AR,128006,2333.0,2144,19.0,2020-11-12
10185,11/13/2020,AR,130318,3065.0,2148,4.0,2020-11-13
10186,11/14/2020,AR,132166,2347.0,2159,11.0,2020-11-14
10187,11/15/2020,AR,133040,1041.0,2183,27.0,2020-11-15
10188,11/16/2020,AR,134348,1451.0,2225,46.0,2020-11-16
10189,11/17/2020,AR,135902,1963.0,2245,21.0,2020-11-17
10190,11/18/2020,AR,137617,2102.0,2275,32.0,2020-11-18
10191,11/19/2020,AR,139855,2792.0,2297,24.0,2020-11-19
10192,11/20/2020,AR,141916,2504.0,2321,28.0,2020-11-20
10193,11/21/2020,AR,143821,2377.0,2337,16.0,2020-11-21
10194,11/22/2020,AR,145173,1427.0,2357,20.0,2020-11-22
10195,11/23/2020,AR,146190,1122.0,2387,30.0,2020-11-23
10196,11/24/2020,AR,148312,2823.0,2405,19.0,2020-11-24
10197,11/25/2020,AR,150277,2507.0,2425,21.0,2020-11-25
10198,11/26/2020,AR,152625,3003.0,2436,12.0,2020-11-26
10199,11/27/2020,AR,153677,1142.0,2436,0.0,2020-11-27
10200,11/28/2020,AR,155026,1531.0,2449,14.0,2020-11-28
10201,11/29/2020,AR,156247,1423.0,2470,26.0,2020-11-29
10202,11/30/2020,AR,157359,1258.0,2502,34.0,2020-11-30
10203,12/01/2020,AR,159309,2758.0,2512,11.0,2020-12-01
10204,12/02/2020,AR,161521,2917.0,2522,12.0,2020-12-02
10205,12/03/2020,AR,164310,3561.0,2555,35.0,2020-12-03
10206,12/04/2020,AR,167137,3466.0,2586,35.0,2020-12-04
10207,12/05/2020,AR,169382,2689.0,2620,36.0,2020-12-05
10208,01/22/2020,MN,0,0.0,0,0.0,2020-01-22
10209,01/23/2020,MN,0,0.0,0,0.0,2020-01-23
10210,01/24/2020,MN,0,0.0,0,0.0,2020-01-24
10211,01/25/2020,MN,0,0.0,0,0.0,2020-01-25
10212,01/26/2020,MN,0,0.0,0,0.0,2020-01-26
10213,01/27/2020,MN,0,0.0,0,0.0,2020-01-27
10214,01/28/2020,MN,0,0.0,0,0.0,2020-01-28
10215,01/29/2020,MN,0,0.0,0,0.0,2020-01-29
10216,01/30/2020,MN,0,0.0,0,0.0,2020-01-30
10217,01/31/2020,MN,0,0.0,0,0.0,2020-01-31
10218,02/01/2020,MN,0,0.0,0,0.0,2020-02-01
10219,02/02/2020,MN,0,0.0,0,0.0,2020-02-02
10220,02/03/2020,MN,0,0.0,0,0.0,2020-02-03
10221,02/04/2020,MN,0,0.0,0,0.0,2020-02-04
10222,02/05/2020,MN,0,0.0,0,0.0,2020-02-05
10223,02/06/2020,MN,0,0.0,0,0.0,2020-02-06
10224,02/07/2020,MN,0,0.0,0,0.0,2020-02-07
10225,02/08/2020,MN,0,0.0,0,0.0,2020-02-08
10226,02/09/2020,MN,0,0.0,0,0.0,2020-02-09
10227,02/10/2020,MN,0,0.0,0,0.0,2020-02-10
10228,02/11/2020,MN,0,0.0,0,0.0,2020-02-11
10229,02/12/2020,MN,0,0.0,0,0.0,2020-02-12
10230,02/13/2020,MN,0,0.0,0,0.0,2020-02-13
10231,02/14/2020,MN,0,0.0,0,0.0,2020-02-14
10232,02/15/2020,MN,0,0.0,0,0.0,2020-02-15
10233,02/16/2020,MN,0,0.0,0,0.0,2020-02-16
10234,02/17/2020,MN,0,0.0,0,0.0,2020-02-17
10235,02/18/2020,MN,0,0.0,0,0.0,2020-02-18
10236,02/19/2020,MN,0,0.0,0,0.0,2020-02-19
10237,02/20/2020,MN,0,0.0,0,0.0,2020-02-20
10238,02/21/2020,MN,0,0.0,0,0.0,2020-02-21
10239,02/22/2020,MN,0,0.0,0,0.0,2020-02-22
10240,02/23/2020,MN,0,0.0,0,0.0,2020-02-23
10241,02/24/2020,MN,0,0.0,0,0.0,2020-02-24
10242,02/25/2020,MN,0,0.0,0,0.0,2020-02-25
10243,02/26/2020,MN,0,0.0,0,0.0,2020-02-26
10244,02/27/2020,MN,0,0.0,0,0.0,2020-02-27
10245,02/28/2020,MN,0,0.0,0,0.0,2020-02-28
10246,02/29/2020,MN,0,0.0,0,0.0,2020-02-29
10247,03/01/2020,MN,0,0.0,0,0.0,2020-03-01
10248,03/02/2020,MN,0,0.0,0,0.0,2020-03-02
10249,03/03/2020,MN,0,0.0,0,0.0,2020-03-03
10250,03/04/2020,MN,0,0.0,0,0.0,2020-03-04
10251,03/05/2020,MN,0,0.0,0,0.0,2020-03-05
10252,03/06/2020,MN,1,1.0,0,0.0,2020-03-06
10253,03/07/2020,MN,1,0.0,0,0.0,2020-03-07
10254,03/08/2020,MN,2,1.0,0,0.0,2020-03-08
10255,03/09/2020,MN,2,0.0,0,0.0,2020-03-09
10256,03/10/2020,MN,4,2.0,0,0.0,2020-03-10
10257,03/11/2020,MN,5,1.0,0,0.0,2020-03-11
10258,03/12/2020,MN,10,5.0,0,0.0,2020-03-12
10259,03/13/2020,MN,14,4.0,0,0.0,2020-03-13
10260,03/14/2020,MN,14,0.0,0,0.0,2020-03-14
10261,03/15/2020,MN,54,40.0,0,0.0,2020-03-15
10262,03/16/2020,MN,60,6.0,0,0.0,2020-03-16
10263,03/17/2020,MN,77,17.0,0,0.0,2020-03-17
10264,03/18/2020,MN,89,12.0,0,0.0,2020-03-18
10265,03/19/2020,MN,115,26.0,0,0.0,2020-03-19
10266,03/20/2020,MN,115,0.0,0,0.0,2020-03-20
10267,03/21/2020,MN,137,22.0,1,1.0,2020-03-21
10268,03/22/2020,MN,236,99.0,1,0.0,2020-03-22
10269,03/23/2020,MN,262,26.0,1,0.0,2020-03-23
10270,03/24/2020,MN,287,25.0,1,0.0,2020-03-24
10271,03/25/2020,MN,346,59.0,2,1.0,2020-03-25
10272,03/26/2020,MN,399,53.0,4,2.0,2020-03-26
10273,03/27/2020,MN,399,0.0,4,0.0,2020-03-27
10274,03/28/2020,MN,441,42.0,5,1.0,2020-03-28
10275,03/29/2020,MN,576,135.0,10,5.0,2020-03-29
10276,03/30/2020,MN,576,0.0,10,0.0,2020-03-30
10277,03/31/2020,MN,689,113.0,17,7.0,2020-03-31
10278,04/01/2020,MN,742,53.0,18,1.0,2020-04-01
10279,04/02/2020,MN,789,47.0,22,4.0,2020-04-02
10280,04/03/2020,MN,789,0.0,22,0.0,2020-04-03
10281,04/04/2020,MN,865,76.0,24,2.0,2020-04-04
10282,04/05/2020,MN,986,121.0,29,5.0,2020-04-05
10283,04/06/2020,MN,1069,83.0,34,5.0,2020-04-06
10284,04/07/2020,MN,1154,85.0,39,5.0,2020-04-07
10285,04/08/2020,MN,1242,88.0,50,11.0,2020-04-08
10286,04/09/2020,MN,1336,94.0,57,7.0,2020-04-09
10287,04/10/2020,MN,1336,0.0,57,0.0,2020-04-10
10288,04/11/2020,MN,1514,178.0,67,10.0,2020-04-11
10289,04/12/2020,MN,1621,107.0,70,3.0,2020-04-12
10290,04/13/2020,MN,1695,74.0,79,9.0,2020-04-13
10291,04/14/2020,MN,1809,114.0,87,8.0,2020-04-14
10292,04/15/2020,MN,1862,53.0,90,3.0,2020-04-15
10293,04/16/2020,MN,2013,151.0,101,11.0,2020-04-16
10294,04/17/2020,MN,2174,161.0,115,14.0,2020-04-17
10295,04/18/2020,MN,2213,39.0,121,6.0,2020-04-18
10296,04/19/2020,MN,2470,257.0,143,22.0,2020-04-19
10297,04/20/2020,MN,2567,97.0,160,17.0,2020-04-20
10298,04/21/2020,MN,2721,154.0,179,19.0,2020-04-21
10299,04/22/2020,MN,2721,0.0,179,0.0,2020-04-22
10300,04/23/2020,MN,3185,464.0,221,42.0,2020-04-23
10301,04/24/2020,MN,3185,0.0,221,0.0,2020-04-24
